id	filename	md5	size	state
3ecfecef-4180-4b7a-8d9a-5532b47ef500	3ecfecef-4180-4b7a-8d9a-5532b47ef500/c2fe2d79-efb1-4e4d-a297-bd6b15703d10.rna_seq.augmented_star_gene_counts.tsv	e450da693d84fff631132c64f0c190c0	4248652	validated
4ad2cbb3-5bca-462b-af1f-8a292c317722	4ad2cbb3-5bca-462b-af1f-8a292c317722/e8909d26-a289-4dc7-a819-5883c621efac.rna_seq.augmented_star_gene_counts.tsv	72467f75385aa52acfaa414be2282a96	4262880	validated
4b558a24-b10c-4d59-a921-10e6a3a9fb35	4b558a24-b10c-4d59-a921-10e6a3a9fb35/3621ce2e-a1eb-4a45-ac06-779a780b0b99.rna_seq.augmented_star_gene_counts.tsv	bacf26b636b4a4e27a8292879179c314	4257373	validated
4f89dad8-a12e-47d2-a7d9-c1b90f1bd61b	4f89dad8-a12e-47d2-a7d9-c1b90f1bd61b/99f6995f-acee-4d0d-889f-91b0631d15fe.rna_seq.augmented_star_gene_counts.tsv	180b0dc7bbb887c650bcf060578c41fe	4229180	validated
5039a492-4dc7-4191-9edd-187cb181da2d	5039a492-4dc7-4191-9edd-187cb181da2d/0cf58c62-a75d-413b-8ce3-4d90f4688b04.rna_seq.augmented_star_gene_counts.tsv	f48d8b448aadf0e611037a60f27be8ed	4243155	validated
519039a7-141e-4367-a6eb-e9307136daf3	519039a7-141e-4367-a6eb-e9307136daf3/4b9da1a6-923c-4bc8-922a-620ac43e6f9b.rna_seq.augmented_star_gene_counts.tsv	729e7af0119b527eeeacfbce749d4b51	4231473	validated
59858555-bc6a-4286-8280-0f8341123cac	59858555-bc6a-4286-8280-0f8341123cac/deba354e-fcc8-4a00-aa1b-63afc9cf2861.rna_seq.augmented_star_gene_counts.tsv	0048b34b1c04e7c93a3ecf4f47255e7b	4243705	validated
65264188-23f8-4214-a45a-574f47471bb3	65264188-23f8-4214-a45a-574f47471bb3/d5926b71-692e-4b6f-a7e1-8b5afdd745c6.rna_seq.augmented_star_gene_counts.tsv	8ffce1a5114194f441095533e208bdf3	4229357	validated
683e004b-7992-4250-a94b-c355c45725d2	683e004b-7992-4250-a94b-c355c45725d2/50108c12-718c-48fc-8f76-23ce0c13e2e6.rna_seq.augmented_star_gene_counts.tsv	e09cfb8101687f5716e3e359b7a358fb	4250540	validated
69bb06b6-74b3-441b-82d7-c6783aa88cdd	69bb06b6-74b3-441b-82d7-c6783aa88cdd/b44d9209-0e37-4ffe-9c27-a969a421b3ab.rna_seq.augmented_star_gene_counts.tsv	3f64389995c62fdd9e936462f61962a8	4246806	validated
6bd03014-d3b8-4cac-929b-af970321ae1f	6bd03014-d3b8-4cac-929b-af970321ae1f/8923da54-2f7c-4315-9fc2-a1d6502df55b.rna_seq.augmented_star_gene_counts.tsv	77da35089b0637b99d0c6e65add16e6d	4254304	validated
6c7f9fc6-3dba-4605-9f0c-d4f00095352f	6c7f9fc6-3dba-4605-9f0c-d4f00095352f/4ee78309-dea3-486f-95a8-ca283a1b70d9.rna_seq.augmented_star_gene_counts.tsv	bc5318dd139db6266d41df00f24ac9b0	4244017	validated
76cff555-d8a3-46d1-ac93-12d856adb445	76cff555-d8a3-46d1-ac93-12d856adb445/dbd18198-74a5-410d-bf38-08a0ca2fb207.rna_seq.augmented_star_gene_counts.tsv	832519c51c665cd663179fceae7e951d	4237075	validated
7814e438-105f-4d5b-94fe-8c66e95585ea	7814e438-105f-4d5b-94fe-8c66e95585ea/cfbfbac5-7f44-4537-9a1c-088075a936e6.rna_seq.augmented_star_gene_counts.tsv	af41be3a78fe9984bb3eebfe07bc9064	4255970	validated
7d1c40bf-6119-4f2b-bb33-3ba23546799f	7d1c40bf-6119-4f2b-bb33-3ba23546799f/b0a1f575-657f-4277-95dd-0e02e77279fe.rna_seq.augmented_star_gene_counts.tsv	dfb54e76bcca6bc490238c6f73cfe026	4257241	validated
8256e097-4476-4906-a5c5-c9da288a363a	8256e097-4476-4906-a5c5-c9da288a363a/1a112735-ff30-4c94-953f-444ccad2afe2.rna_seq.augmented_star_gene_counts.tsv	207573464e83e59b46a1943654e96e82	4251168	validated
83eeba96-e3dc-44a3-846c-43dcc2ff9806	83eeba96-e3dc-44a3-846c-43dcc2ff9806/631a9df0-9d81-4b15-9ee6-3ae9f31dcba6.rna_seq.augmented_star_gene_counts.tsv	5516aaacb60e91486fe3ac104732cba9	4227880	validated
87b7171a-7340-4e1e-849b-c52351f23ab0	87b7171a-7340-4e1e-849b-c52351f23ab0/43c4bdc2-b3fc-4fb0-9f11-f45394c4256b.rna_seq.augmented_star_gene_counts.tsv	e01f9f6304a85be93cd2bf5dce00e63e	4234177	validated
89fa8a0c-e046-4fbf-97c5-4ed5cc4e5e4c	89fa8a0c-e046-4fbf-97c5-4ed5cc4e5e4c/68a74e5b-649e-4568-8616-d2292a4eca19.rna_seq.augmented_star_gene_counts.tsv	59d644841df9ae0c13168b027fa59001	4223647	validated
8c6fa126-82a0-4290-a657-8466959585c4	8c6fa126-82a0-4290-a657-8466959585c4/7db191ab-6106-4e39-a45e-8a68aaba0922.rna_seq.augmented_star_gene_counts.tsv	b80a479313b7c946b73dce08bd035b04	4253786	validated
8d87fbd5-8ca7-4ff6-b8b1-79f098dbca9f	8d87fbd5-8ca7-4ff6-b8b1-79f098dbca9f/bc1ed706-3abf-407c-9133-18169a4cf0e2.rna_seq.augmented_star_gene_counts.tsv	45a3900e1b6227c478227eed639fc99e	4250251	validated
a73c6624-c462-4c25-94bf-58769257c6dc	a73c6624-c462-4c25-94bf-58769257c6dc/34a0c8c5-8086-4f33-9ecb-7518035a4a7f.rna_seq.augmented_star_gene_counts.tsv	fab779e91f50b1171b402e52d281f3d1	4250690	validated
ab06e3b7-52ef-45e4-8fc6-dbb4f63b110e	ab06e3b7-52ef-45e4-8fc6-dbb4f63b110e/3daf8160-42c5-41bf-b251-77fce23a4aab.rna_seq.augmented_star_gene_counts.tsv	670fba712e068f40ef91846ff6f3afde	4235158	validated
b5f2a171-35a3-4b7f-9221-199c589f3147	b5f2a171-35a3-4b7f-9221-199c589f3147/6d1979a2-956e-42d3-a192-01d872e36d22.rna_seq.augmented_star_gene_counts.tsv	d060bc8e03f83d0c3ef3bdab4e05e085	4242327	validated
bb1ee078-38d1-4e5d-af50-50754fce7112	bb1ee078-38d1-4e5d-af50-50754fce7112/2553a422-8136-4fb9-95af-3ffafff2d223.rna_seq.augmented_star_gene_counts.tsv	642c9d086395fa42c92f0c232fc662b1	4237626	validated
c1f6f39f-db8f-4449-bfb2-d1f3f2a95d22	c1f6f39f-db8f-4449-bfb2-d1f3f2a95d22/d4bca8f9-f63e-43bb-ab6b-7529a86afac5.rna_seq.augmented_star_gene_counts.tsv	08f13031508a8ffb56b48eced6878574	4247383	validated
c25c7ca5-8d03-4bba-b42b-c8b1042c0d48	c25c7ca5-8d03-4bba-b42b-c8b1042c0d48/fac3e41a-3b98-4293-855f-d23cb01522d0.rna_seq.augmented_star_gene_counts.tsv	9fe28a6203fc2b9b77545c5f650c7a53	4249086	validated
c5baa506-f18b-42d8-bafd-4e9b85e1d390	c5baa506-f18b-42d8-bafd-4e9b85e1d390/54022a08-1016-45a7-ac33-5a40b4b5e6b3.rna_seq.augmented_star_gene_counts.tsv	3354bc0d17441cfbf62f43e5a1878acc	4247363	validated
cbfb8ffe-ae83-4a16-aaa6-f21ea893cb8d	cbfb8ffe-ae83-4a16-aaa6-f21ea893cb8d/b1f7e629-7a99-4b1f-85e4-bafb87724aea.rna_seq.augmented_star_gene_counts.tsv	14c0b4e026cb38d6cb9ca86e68900842	4250450	validated
d1237195-a00b-4c52-86b3-4627c42eb14c	d1237195-a00b-4c52-86b3-4627c42eb14c/b7c49a13-6b0f-411a-940e-b35c17818aaa.rna_seq.augmented_star_gene_counts.tsv	1f3748d7f5a668e0e052035860bc9297	4244788	validated
d6882616-b77d-4d4c-90dc-7318c57876e1	d6882616-b77d-4d4c-90dc-7318c57876e1/4e01a01d-eded-4d02-b8aa-1920c6997726.rna_seq.augmented_star_gene_counts.tsv	2e0cc0032cbf3de861b1d790e12175fc	4246536	validated
d80334e2-0ee0-432a-aa78-3d6ca1f017e5	d80334e2-0ee0-432a-aa78-3d6ca1f017e5/87e5aef9-f493-4e46-bb5b-7cd18d5e30fc.rna_seq.augmented_star_gene_counts.tsv	a8953b1982a4ccfd74f438be6a4c75f0	4245239	validated
d923e06d-c747-419d-bd40-b05eb3e13edb	d923e06d-c747-419d-bd40-b05eb3e13edb/914508e1-ccc8-47ff-a225-7aca326a54dd.rna_seq.augmented_star_gene_counts.tsv	ea4cb40a8e1743cc113547737ba47b20	4257281	validated
e21262db-a694-4461-b1b0-e52c0891113a	e21262db-a694-4461-b1b0-e52c0891113a/04de1f79-fdfc-4662-bab2-a3ed667c7dea.rna_seq.augmented_star_gene_counts.tsv	47c149d8b5d70ad11ae5645e9f3027ab	4229610	validated
e2b3728b-9827-4a13-b52c-caabd58f902e	e2b3728b-9827-4a13-b52c-caabd58f902e/b4b81763-61bc-469b-a048-eba733193262.rna_seq.augmented_star_gene_counts.tsv	387a0251f69e5413090225d8198b598c	4255364	validated
e38111a3-54f9-4229-8803-fc74e0c12c55	e38111a3-54f9-4229-8803-fc74e0c12c55/d77c2ca5-196a-4426-84e4-0ffa4a3667ef.rna_seq.augmented_star_gene_counts.tsv	0de10d3ea43407f7502a0d1ba22e05a4	4245152	validated
ecbec59f-397d-493c-a5f6-0dd47aea96ae	ecbec59f-397d-493c-a5f6-0dd47aea96ae/343a3d35-e60e-4326-bbf8-2bf722c22ccc.rna_seq.augmented_star_gene_counts.tsv	cf1806f88e4080e3ac00002968e56004	4241450	validated
f35ae5c7-6e88-410d-b86f-c5bdae11a5f4	f35ae5c7-6e88-410d-b86f-c5bdae11a5f4/222dd9b5-4187-45b9-8cb1-fd16ba14425b.rna_seq.augmented_star_gene_counts.tsv	b02ae0928156a6d24256b65153d9b7f8	4247830	validated
f3746445-b2d0-4455-a6c0-46562188c056	f3746445-b2d0-4455-a6c0-46562188c056/d89a84a4-4f45-4aab-ab6a-131bf3b359bd.rna_seq.augmented_star_gene_counts.tsv	76ea2b80b216ad37b358631aff252cdd	4261472	validated
f45af277-1f94-4cdd-97d4-8ccdbd7ff18e	f45af277-1f94-4cdd-97d4-8ccdbd7ff18e/a41a8b37-2a35-487f-8a4d-ffa0f31b7839.rna_seq.augmented_star_gene_counts.tsv	cd083b8a8359c3c4b61918932440291a	4250718	validated
f55dbdb1-0301-4000-a854-717aed117a63	f55dbdb1-0301-4000-a854-717aed117a63/45312cc1-6a70-441f-9711-85dcc224bb98.rna_seq.augmented_star_gene_counts.tsv	e22a8783d4266ea53d32bd57df22c95a	4246905	validated
f6392b6f-24d9-4768-8269-c7c647f8ff8c	f6392b6f-24d9-4768-8269-c7c647f8ff8c/0e062eef-29b8-4622-afd9-0d3f0d1c37d6.rna_seq.augmented_star_gene_counts.tsv	fbc54d79abeac957a2364f8e4b295125	4242970	validated
